row_id,USERID,TIMESTAMP,belongSys,logs,_id,record,mydate,eid,ename,day_item_id,belongsession,logTime,interval_logs
13363122392,10405027,2023-12-03 14:45,1,"154x12,176x10,198x8",674,250.8,2023-12-03,386,Barbell Hip Thrust,264,104,1701614352,"0,0,0"
13363176414,10405027,2023-12-03 14:57,1,"45x12,95x12,115x8,115x8",675,145.66,2023-12-03,93,Barbell Deadlift,261,104,1701614936,"0,0,0,0"
13363326382,10405027,2023-12-03 15:04,1,"45x15,65x15,85x15",676,127.5,2023-12-03,143,Barbell Standing Calf Raise,433,104,1701615583,"0,0,0"
13363535037,10405027,2023-12-03 15:11,1,"118x12,138x12",677,193.2,2023-12-03,1102,Machine Single-Leg Press,376,104,1701616109,"0,0,0"
13363594643,10405027,2023-12-03 15:24,1,"80x10,90x8,90x6",678,114,2023-12-03,160,Machine Leg Curl (Prone),389,104,1701616666,"0,0,0"
13363711645,10405027,2023-12-03 15:32,1,"66x8,91x4,103x1",679,106.43,2023-12-03,1262,Machine Assisted Pull-Up,440,104,1701617230,"0,0,0"
13389270564,10405027,2023-12-05 14:47,1,"45x12,85x8,90x5",680,107.66,2023-12-05,2,Barbell Bench Press,312,105,1701783185,"0,0,0,0"
13389601162,10405027,2023-12-05 13:54,1,"70x10,85x6,85x6",681,102,2023-12-05,86,Cable Lat Pulldown (Wide Grip),403,105,1701784200,"0,0,0"
13389726107,10405027,2023-12-05 14:47,1,"91x12,104x8,110x5",682,131.73,2023-12-05,1261,Machine Assisted Dip,323,105,1701784587,"0,0,0"
13389845636,10405027,2023-12-05 14:47,1,"72x10,97x3,97x3",683,106.7,2023-12-05,1262,Machine Assisted Pull-Up,313,105,1701785029,"0,0,0"
13390064038,10405027,2023-12-05 14:16,1,"45x12,65x8,65x6",684,82.33,2023-12-05,3,Barbell Bent-Over Row,314,105,1701785544,"0,0,0"
13390116770,10405027,2023-12-05 14:47,1,"70x10,75x8,75x6",685,95,2023-12-05,21,Cable Seated Row,404,105,1701785921,"0,0,0"
13390201642,10405027,2023-12-05 14:31,1,"22.5x12,25x6,25x5",686,31.49,2023-12-05,48,Dumbbell Seated Shoulder Press,315,105,1701786298,"0,0,0"
13390348658,10405027,2023-12-05 14:47,1,"17.5x10,17.5x7",687,23.33,2023-12-05,100,Dumbbell Bicep Curl,406,105,1701786809,"0,0,0"
13390467259,10405027,2023-12-05 14:46,1,"30x12,35x12,35x8",688,49,2023-12-05,159,Cable Tricep Pushdown (Rope),407,105,1701787312,"0,0,0"
13404733445,10405027,2024-01-22 16:11,1,"45x12,95x12,115x10,135x6",689,162,2023-12-06,12,Barbell Squat,244,106,1701874468,"0,0,0,0"
13404962142,10405027,2024-01-22 16:11,1,"45x12,95x12,115x10,135x8",690,171,2023-12-06,93,Barbell Deadlift,261,106,1701875757,"0,0,0,0"
13405282997,10405027,2024-01-22 16:11,1,"50x12,55x10,55x8",691,73.33,2023-12-06,205,Barbell Bulgarian Split Squat,262,106,1701877307,"0,0,0"
13405440926,10405027,2024-01-22 16:11,1,"298x10,388x10,478x6",692,573.6,2023-12-06,132,Machine Leg Press,242,106,1701878302,"0,0,0,0"
13405684788,10405027,2024-01-22 16:11,1,"80x8,80x8,85x8",693,107.66,2023-12-06,160,Machine Leg Curl (Prone),389,106,1701879603,"0,0,0"
13405821577,10405027,2024-01-22 16:11,1,"25x12,50x8,55x8",694,69.66,2023-12-06,1256,Machine Single-Leg Extension,421,106,1701880465,"0,0,0"
13431569793,10405027,2023-12-08 14:27,1,"10x7,10x5,10x4",695,7,2023-12-08,47,Push-Up,317,107,1702045336,"0,0,0"
13431706291,10405027,2023-12-08 14:47,1,"45x12,85x6,85x7,75x8",696,104.83,2023-12-08,2,Barbell Bench Press,312,107,1702045927,"0,0,0,0"
13431932733,10405027,2023-12-08 14:56,1,"66x10,78x6,84x4",697,95.2,2023-12-08,1262,Machine Assisted Pull-Up,313,107,1702047057,"0,0,0"
13432019261,10405027,2023-12-08 15:05,1,"91x12,97x8,97x8",698,127.4,2023-12-08,1261,Machine Assisted Dip,323,107,1702047561,"0,0,0"
13432144583,10405027,2023-12-08 15:14,1,"70x10,85x6,85x5",699,102,2023-12-08,86,Cable Lat Pulldown (Wide Grip),403,107,1702048111,"0,0,0"
13432239220,10405027,2023-12-08 15:22,1,"70x10,70x8,70x10",700,93.33,2023-12-08,21,Cable Seated Row,404,107,1702048619,"0,0,0"
13432342570,10405027,2023-12-08 15:31,1,"25x12,27.5x6,27.5x7",701,35,2023-12-08,31,Dumbbell Incline Bench Press,402,107,1702049129,"0,0,0"
13432453246,10405027,2023-12-08 15:39,1,"17.5x8,17.5x8,17.5x6",702,22.16,2023-12-08,100,Dumbbell Bicep Curl,406,107,1702049621,"0,0,0"
13432541335,10405027,2023-12-08 15:46,1,"22.5x6,22.5x6",703,27,2023-12-08,48,Dumbbell Seated Shoulder Press,315,107,1702050201,"0,0,0"
13495782627,10405027,2023-12-13 19:07,1,"45x12,75x8,85x8,85x8",704,107.66,2023-12-13,2,Barbell Bench Press,312,108,1702493922,"0,0,0,0"
13495880307,10405027,2023-12-13 19:08,1,10x6,705,6,2023-12-13,47,Push-Up,317,108,1702494536,"0,0,0"
13495975033,10405027,2023-12-13 19:21,1,"68x10,80x6,93x3",706,102.3,2023-12-13,1262,Machine Assisted Pull-Up,313,108,1702494941,"0,0,0"
13496122063,10405027,2023-12-13 20:19,1,"93x12,105x10,118x5",707,140,2023-12-13,1261,Machine Assisted Dip,323,108,1702495354,"0,0,0"
13496242964,10405027,2023-12-13 20:19,1,"70x10,85x8,85x6",708,107.66,2023-12-13,86,Cable Lat Pulldown (Wide Grip),403,108,1702495837,"0,0,0"
13496339868,10405027,2023-12-13 19:45,1,"27.5x12,27.5x8,27.5x8",709,38.5,2023-12-13,31,Dumbbell Incline Bench Press,402,108,1702496361,"0,0,0"
13496440844,10405027,2023-12-13 20:19,1,"17.5x10,20x5,20x3",710,23.33,2023-12-13,100,Dumbbell Bicep Curl,406,108,1702496889,"0,0,0"
13496576264,10405027,2023-12-13 20:19,1,"32.5x12,37.5x8,37.5x8",711,47.5,2023-12-13,159,Cable Tricep Pushdown (Rope),407,108,1702497431,"0,0,0"
13496653399,10405027,2023-12-13 20:13,1,"27.5x10,32.5x8,32.5x6",712,41.16,2023-12-13,825,Cable One-Arm Lat Pulldown,409,108,1702497977,"0,0,0"
13496717057,10405027,2023-12-13 20:18,1,"12.5x8,12.5x6",713,15.83,2023-12-13,225,Cable One-Arm Tricep Extension,408,108,1702498520,"0,0,0"
13509807722,10405027,2023-12-14 19:36,1,"45x10,95x10,135x6,135x6,135x6",714,162,2023-12-14,12,Barbell Squat,244,109,1702582002,"0,0,0,0,0"
13509905540,10405027,2023-12-14 19:45,1,"45x10,95x10,115x10,135x5",715,157.5,2023-12-14,93,Barbell Deadlift,261,109,1702582700,"0,0,0,0"
13510032593,10405027,2023-12-14 19:56,1,"176x10,198x8,220x6",716,264,2023-12-14,386,Barbell Hip Thrust,264,109,1702583454,"0,0,0"
13510119520,10405027,2023-12-14 20:06,1,"80x10,90x8,100x6",717,120,2023-12-14,160,Machine Leg Curl (Prone),389,109,1702584021,"0,0,0"
13510267511,10405027,2023-12-14 20:18,1,"298x10,388x10,478x6,478x5",718,573.6,2023-12-14,132,Machine Leg Press,242,109,1702584599,"0,0,0,0"
13510401186,10405027,2023-12-14 20:29,1,"60x20,60x20",719,99.99,2023-12-14,143,Barbell Standing Calf Raise,433,109,1702585584,"0,0,0"
13510453717,10405027,2023-12-14 20:39,1,"45x8,45x8,45x8",720,57,2023-12-14,1256,Machine Single-Leg Extension,421,109,1702585937,"0,0,0"
13533851148,10405027,2023-12-17 12:09,1,"45x10,75x8,85x7,85x6",721,104.83,2023-12-16,2,Barbell Bench Press,312,110,1702756258,"0,0,0,0"
13533940511,10405027,2023-12-17 12:09,1,"68x10,80x6,80x5",722,96,2023-12-16,1262,Machine Assisted Pull-Up,313,110,1702757046,"0,0,0"
13534013856,10405027,2023-12-17 12:09,1,"93x10,105x6,105x6",723,126,2023-12-16,1261,Machine Assisted Dip,323,110,1702757576,"0,0,0"
13534086933,10405027,2023-12-17 12:09,1,"70x8,75x8,85x6",724,102,2023-12-16,86,Cable Lat Pulldown (Wide Grip),403,110,1702758066,"0,0,0"
13534135192,10405027,2023-12-17 12:09,1,"25x12,27.5x8,27.5x6",725,35,2023-12-16,31,Dumbbell Incline Bench Press,402,110,1702758548,"0,0,0"
13534169452,10405027,2023-12-17 12:09,1,"15x10,17.5x8,17.5x8",726,22.16,2023-12-16,108,Dumbbell Hammer Curl (Neutral Grip),405,110,1702759097,"0,0,0"
13534228373,10405027,2023-12-16 20:52,1,"30x12,35x10,35x10",727,46.66,2023-12-16,159,Cable Tricep Pushdown (Rope),407,110,1702759635,"0,0,0"
13539415085,10405027,2023-12-17 15:15,1,"45x12,95x10,135x6,135x5",728,162,2023-12-17,12,Barbell Squat,244,111,1702825599,"0,0,0,0,0"
13539562869,10405027,2023-12-17 15:34,1,"45x10,95x10,115x10,135x6,135x6",729,162,2023-12-17,93,Barbell Deadlift,261,111,1702826290,"0,0,0,0,0"
13539856153,10405027,2023-12-17 15:57,1,"176x10,198x8,220x8,220x8",730,278.66,2023-12-17,386,Barbell Hip Thrust,264,111,1702827883,"0,0,0,0"
13540070099,10405027,2023-12-17 16:14,1,"298x10,388x10,478x5",731,557.66,2023-12-17,132,Machine Leg Press,242,111,1702829066,"0,0,0,0"
13540266514,10405027,2023-12-17 16:31,1,"60x12,70x8,80x8",732,101.33,2023-12-17,161,Machine Seated Leg Curl,245,111,1702830287,"0,0,0"
13540278111,10405027,2023-12-17 16:34,1,"140x8,150x8,150x6",733,190,2023-12-17,130,Machine Leg Extension,243,111,1702830386,"0,0,0"
13554661372,10405027,2023-12-18 19:15,1,"10x8,10x6,10x5",734,8,2023-12-18,47,Push-Up,317,112,1702926687,"0,0,0"
13554763686,10405027,2023-12-18 19:28,1,"45x10,75x8,85x5,85x5",735,99.16,2023-12-18,2,Barbell Bench Press,312,112,1702927049,"0,0,0,0"
13554892703,10405027,2023-12-18 19:35,1,"70x10,85x8,85x6",736,107.66,2023-12-18,86,Cable Lat Pulldown (Wide Grip),403,112,1702927875,"0,0,0"
13554970023,10405027,2023-12-18 19:44,1,"45x10,65x10,75x8",737,95,2023-12-18,3,Barbell Bent-Over Row,314,112,1702928305,"0,0,0"
13555055537,10405027,2023-12-18 19:51,1,"70x10,75x8,75x8",738,95,2023-12-18,21,Cable Seated Row,404,112,1702928753,"0,0,0"
13555123417,10405027,2023-12-18 20:01,1,"27.5x10,27.5x9,30x5",739,36.66,2023-12-18,31,Dumbbell Incline Bench Press,402,112,1702929270,"0,0,0"
13555238569,10405027,2023-12-18 20:09,1,"17.5x10,20x6,20x5",740,24,2023-12-18,100,Dumbbell Bicep Curl,406,112,1702929823,"0,0,0"
13555340983,10405027,2023-12-18 20:18,1,"22.5x8,22.5x8,22.5x6",741,28.5,2023-12-18,48,Dumbbell Seated Shoulder Press,315,112,1702930326,"0,0,0"
13555423878,10405027,2023-12-18 20:28,1,"37.5x8,37.5x8,37.5x8",742,47.5,2023-12-18,159,Cable Tricep Pushdown (Rope),407,112,1702930877,"0,0,0"
13567022216,10405027,2023-12-19 16:28,1,"45x10,95x8,135x6,135x6,135x6",743,162,2023-12-19,12,Barbell Squat,244,113,1702998902,"0,0,0,0,0"
13567203894,10405027,2023-12-19 16:28,1,"45x10,95x10,115x8,115x8",744,145.66,2023-12-19,93,Barbell Deadlift,261,113,1702999941,"0,0,0,0"
13567475440,10405027,2023-12-19 16:28,1,"298x10,388x10,388x6",745,517.33,2023-12-19,132,Machine Leg Press,242,113,1703000857,"0,0,0,0"
13567546834,10405027,2023-12-19 16:28,1,"198x10,220x10,242x6",746,293.33,2023-12-19,386,Barbell Hip Thrust,264,113,1703001612,"0,0,0"
13567690394,10405027,2023-12-19 16:18,1,"90x10,100x7,100x8",747,126.66,2023-12-19,160,Machine Leg Curl (Prone),389,113,1703002277,"0,0,0"
13567870693,10405027,2023-12-19 16:28,1,"145x8,145x8,145x8",748,183.66,2023-12-19,130,Machine Leg Extension,243,113,1703002918,"0,0,0"
13635035473,10405027,2023-12-25 13:32,1,"45x10,75x8,85x6,85x6",749,102,2023-12-24,2,Barbell Bench Press,312,114,1703433808,"0,0,0,0"
13635035474,10405027,2023-12-25 13:32,1,"70x10,85x6,85x6",750,102,2023-12-24,86,Cable Lat Pulldown (Wide Grip),403,114,1703434660,"0,0,0"
13635035475,10405027,2023-12-25 13:32,1,"25x12,30x6,30x5",751,36,2023-12-24,31,Dumbbell Incline Bench Press,402,114,1703435394,"0,0,0"
13635035476,10405027,2023-12-25 13:32,1,"45x10,65x10,75x10",752,100,2023-12-24,3,Barbell Bent-Over Row,314,114,1703435839,"0,0,0"
13635035477,10405027,2023-12-25 13:32,1,"70x8,70x8,70x8",753,88.66,2023-12-24,21,Cable Seated Row,404,114,1703436243,"0,0,0"
13635035478,10405027,2023-12-25 13:32,1,"30x8,30x7,30x6",754,38,2023-12-24,159,Cable Tricep Pushdown (Rope),407,114,1703436660,"0,0,0"
13635035479,10405027,2023-12-25 13:32,1,"15x10,15x10,15x8",755,20,2023-12-24,100,Dumbbell Bicep Curl,406,114,1703436977,"0,0,0"
13635035480,10405027,2023-12-25 13:32,1,"20x12,25x8,25x6",756,31.66,2023-12-24,48,Dumbbell Seated Shoulder Press,315,114,1703437056,"0,0,0"
13808650603,10405027,2024-01-08 13:54,1,"45x10,95x10,135x8,135x6,135x5",757,171,2023-12-25,12,Barbell Squat,244,115,1703521496,"0,0,0,0,0"
13808650604,10405027,2024-01-08 13:54,1,"45x10,95x10,115x8,115x6",758,145.66,2023-12-25,93,Barbell Deadlift,261,115,1703522413,"0,0,0,0"
13808650605,10405027,2024-01-08 13:54,1,"40x12,60x12,60x12",759,84,2023-12-25,201,Dumbbell Walking Lunge,446,115,1703523258,"0,0,0"
13808650606,10405027,2024-01-08 13:54,1,"95x12,95x12",760,133,2023-12-25,143,Barbell Standing Calf Raise,433,115,1703524400,"0,0,0"
13808650609,10405027,2024-01-08 13:54,1,"45x10,85x7,85x6,85x6",761,104.83,2023-12-26,2,Barbell Bench Press,312,116,1703602729,"0,0,0,0"
13808650610,10405027,2024-01-08 13:54,1,"30x6,30x6,30x5",762,36,2023-12-26,31,Dumbbell Incline Bench Press,402,116,1703604093,"0,0,0"
13808650611,10405027,2024-01-08 13:54,1,"85x8,85x8,85x6",763,107.66,2023-12-26,86,Cable Lat Pulldown (Wide Grip),403,116,1703604496,"0,0,0"
13808650612,10405027,2024-01-08 13:54,1,"12.5x8,12.5x8,12.5x8",764,15.83,2023-12-26,225,Cable One-Arm Tricep Extension (Reverse Grip),408,116,1703605011,"0,0,0"
13808650613,10405027,2024-01-08 13:54,1,"25x8,25x6,25x6",765,31.66,2023-12-26,48,Dumbbell Seated Shoulder Press,315,116,1703605644,"0,0,0"
13808650614,10405027,2024-01-08 13:54,1,"15x10,20x6,20x5",766,24,2023-12-26,100,Dumbbell Bicep Curl,406,116,1703606053,"0,0,0"
13808650615,10405027,2024-01-08 13:54,1,"32.5x10,32.5x8,32.5x8",767,43.33,2023-12-26,825,Cable One-Arm Lat Pulldown,409,116,1703606552,"0,0,0"
13808650637,10405027,2024-01-08 13:54,1,"45x10,95x10,135x8,135x8,135x6",768,171,2023-12-28,12,Barbell Squat,244,117,1703778150,"0,0,0,0,0"
13808650638,10405027,2024-01-08 13:54,1,"45x10,65x10,95x8,95x8",769,120.33,2023-12-28,482,Kettlebell Single-Leg Deadlift,447,117,1703779384,"0,0,0,0,0"
13808650644,10405027,2024-01-08 13:54,1,"45x8,85x5,85x6,85x4",770,102,2023-12-29,2,Barbell Bench Press,312,118,1703882453,"0,0,0,0"
13808650645,10405027,2024-01-08 13:54,1,"45x10,75x8,75x8,75x8",771,95,2023-12-29,3,Barbell Bent-Over Row,314,118,1703883316,"0,0,0,0"
13808650646,10405027,2024-01-08 13:54,1,"20x10,20x10,20x8",772,26.66,2023-12-29,48,Dumbbell Seated Shoulder Press,315,118,1703884386,"0,0,0"
13808650647,10405027,2024-01-08 13:54,1,"12.5x10,17.5x10,17.5x10",773,23.33,2023-12-29,14,Cable Cross-Over,415,118,1703885139,"0,0,0"
13808650648,10405027,2024-01-08 13:54,1,"15x12,20x5,20x5",774,23.33,2023-12-29,108,Dumbbell Hammer Curl (Neutral Grip),405,118,1703885420,"0,0,0"
13808650650,10405027,2024-01-08 13:54,1,"27.5x12,32.5x10,32.5x10",775,43.33,2023-12-29,159,Cable Tricep Pushdown (Rope),407,118,1703885882,"0,0,0"
13808650655,10405027,2024-01-08 13:54,1,"50x12,60x12,70x10",776,93.33,2023-12-31,128,Barbell Lunge,434,119,1704035909,"0,0,0"
13808650656,10405027,2024-01-08 13:54,1,"70x10,20x12,25x12",777,93.33,2023-12-31,482,Kettlebell Single-Leg Deadlift,447,119,1704036881,"0,0,0,0"
13808650657,10405027,2024-01-08 13:54,1,"45x8,95x10,115x8,115x8,115x8",778,145.66,2023-12-31,12,Barbell Squat,244,119,1704037989,"0,0,0,0,0"
13808650658,10405027,2024-01-08 13:54,1,"45x10,95x10,115x8,115x5",779,145.66,2023-12-31,93,Barbell Deadlift,261,119,1704039158,"0,0,0,0,0"
13808650661,10405027,2024-01-08 13:54,1,"10x4,10x4,10x4",780,4,2024-01-01,47,Push-Up,317,120,1704123894,"0,0,0"
13808650663,10405027,2024-01-08 13:54,1,"45x8,75x8,85x5,85x5",781,99.16,2024-01-01,2,Barbell Bench Press,312,120,1704124194,"0,0,0,0"
13808650664,10405027,2024-01-08 13:54,1,"45x10,75x8,75x8,75x8",782,95,2024-01-01,3,Barbell Bent-Over Row,314,120,1704125075,"0,0,0,0"
13808650665,10405027,2024-01-08 13:54,1,"85x8,85x8,90x6",783,108,2024-01-01,86,Cable Lat Pulldown (Wide Grip),403,120,1704125694,"0,0,0"
13808650666,10405027,2024-01-08 13:54,1,"20x12,25x5,25x6",784,30,2024-01-01,48,Dumbbell Seated Shoulder Press,315,120,1704126198,"0,0,0"
13808650667,10405027,2024-01-08 13:54,1,"20x6,20x5,20x4",785,24,2024-01-01,100,Dumbbell Bicep Curl,406,120,1704126627,"0,0,0"
13808650668,10405027,2024-01-08 13:54,1,"37.5x10,37.5x8,42.5x5",786,50,2024-01-01,159,Cable Tricep Pushdown (Rope),407,120,1704127068,"0,0,0"
13808650669,10405027,2024-01-08 13:54,1,"32.5x10,32.5x6,32.5x6",787,43.33,2024-01-01,825,Cable One-Arm Lat Pulldown,409,120,1704127221,"0,0,0"
13808653078,10405027,2024-01-08 14:06,1,"45x8,95x8,135x8,135x8,135x6",788,171,2024-01-08,12,Barbell Squat,244,121,1704722132,"0,0,0,0,0"
13808951621,10405027,2024-01-08 14:18,1,"45x10,115x10,135x6,135x6",789,162,2024-01-08,93,Barbell Deadlift,261,121,1704722927,"0,0,0,0"
13809095030,10405027,2024-01-08 14:28,1,"298x10,388x10,478x5",790,557.66,2024-01-08,132,Machine Leg Press,242,121,1704723695,"0,0,0,0"
13809249803,10405027,2024-01-08 14:37,1,"80x12,90x8,90x8",791,114,2024-01-08,160,Machine Leg Curl (Prone),389,121,1704724321,"0,0,0"
13809425392,10405027,2024-01-08 14:48,1,"154x10,176x8,198x6,198x6",792,237.6,2024-01-08,386,Barbell Hip Thrust,264,121,1704724894,"0,0,0,0"
13826839393,10405027,2024-01-09 17:14,1,"10x8,10x6,10x3",793,8,2024-01-09,47,Push-Up,317,122,1704815295,"0,0,0"
13827015006,10405027,2024-01-09 16:12,1,"45x10,75x8,85x6,85x5",794,102,2024-01-09,2,Barbell Bench Press,312,122,1704816045,"0,0,0,0"
13827280781,10405027,2024-01-09 16:22,1,"85x10,90x7,90x5",795,113.33,2024-01-09,86,Cable Lat Pulldown (Wide Grip),403,122,1704816998,"0,0,0"
13827376469,10405027,2024-01-09 16:32,1,"91x5,91x4,85x6",796,106.16,2024-01-09,1262,Machine Assisted Pull-Up,313,122,1704817524,"0,0,0"
13827475133,10405027,2024-01-09 16:40,1,"70x10,70x10,70x10",797,93.33,2024-01-09,21,Cable Seated Row,404,122,1704818074,"0,0,0"
13827489156,10405027,2024-01-09 16:42,1,"91x10,103x8,103x6",798,130.46,2024-01-09,1261,Machine Assisted Dip,323,122,1704818143,"0,0,0"
13827587171,10405027,2024-01-09 16:56,1,"17.5x8,17.5x8,17.5x6",799,22.16,2024-01-09,100,Dumbbell Bicep Curl,406,122,1704818750,"0,0,0"
13827609249,10405027,2024-01-09 16:52,1,"22.5x10,22.5x6",800,30,2024-01-09,48,Dumbbell Seated Shoulder Press,315,122,1704818938,"0,0,0"
13827750609,10405027,2024-01-09 17:08,1,"37.5x8,37.5x8,37.5x6",801,47.5,2024-01-09,159,Cable Tricep Pushdown (Rope),407,122,1704819695,"0,0,0"
13869619630,10405027,2024-01-12 13:20,1,"10x8,10x4,10x3",802,8,2024-01-12,47,Push-Up,317,123,1705065259,"0,0,0"
13869756308,10405027,2024-01-12 13:36,1,"45x10,85x7,85x7,85x6",803,104.83,2024-01-12,2,Barbell Bench Press,312,123,1705065795,"0,0,0,0"
13870007319,10405027,2024-01-12 13:45,1,"85x10,90x8,100x3",804,114,2024-01-12,86,Cable Lat Pulldown (Wide Grip),403,123,1705066749,"0,0,0"
13870047875,10405027,2024-01-12 13:53,1,"103x6,91x12,97x7",805,127.4,2024-01-12,1261,Machine Assisted Dip,323,123,1705067302,"0,0,0"
13870220152,10405027,2024-01-12 14:04,1,"79x8,85x5,91x4",806,103.13,2024-01-12,1262,Machine Assisted Pull-Up,313,123,1705067805,"0,0,0"
13870327444,10405027,2024-01-12 14:12,1,"17.5x12,22.5x10,22.5x10",807,30,2024-01-12,14,Cable Cross-Over,415,123,1705068453,"0,0,0"
13870478848,10405027,2024-01-12 14:25,1,"17.5x10,17.5x8,17.5x6",808,23.33,2024-01-12,100,Dumbbell Bicep Curl,406,123,1705069070,"0,0,0"
13870496830,10405027,2024-01-12 14:27,1,"10x12,10x12,12.5x8",809,15.83,2024-01-12,32,Dumbbell Lateral Raise,427,123,1705069220,"0,0,0"
13870678600,10405027,2024-01-12 14:34,1,"30x15,35x10,35x8",810,46.66,2024-01-12,159,Cable Tricep Pushdown (Rope),407,123,1705069777,"0,0,0"
13896948967,10405027,2024-01-16 15:41,1,"45x10,95x8,135x8,135x8,135x6",811,171,2024-01-14,12,Barbell Squat,244,124,1705261264,"0,0,0,0,0"
13897147390,10405027,2024-01-14 20:17,1,"45x10,95x12,135x6,135x8",812,171,2024-01-14,93,Barbell Deadlift,261,124,1705262739,"0,0,0,0"
13897314420,10405027,2024-01-16 15:41,1,"176x10,198x10,220x6",813,264,2024-01-14,386,Barbell Hip Thrust,264,124,1705263744,"0,0,0"
13897553164,10405027,2024-01-14 20:53,1,"298x10,388x10,478x8,478x8",814,605.46,2024-01-14,132,Machine Leg Press,242,124,1705264717,"0,0,0,0"
13897701798,10405027,2024-01-16 15:41,1,"25x8,25x6,25x6",815,31.66,2024-01-14,1200,Machine Single-Leg Curl,453,124,1705266003,"0,0,0"
13923248190,10405027,2024-01-16 15:52,1,"10x9,10x7,10x3",816,9,2024-01-16,47,Push-Up,317,125,1705419780,"0,0,0"
13923312125,10405027,2024-01-16 16:09,1,"45x10,85x8,90x5,90x5",817,107.66,2024-01-16,2,Barbell Bench Press,312,125,1705420451,"0,0,0,0"
13923543359,10405027,2024-01-16 16:19,1,"85x10,90x6,90x5",818,113.33,2024-01-16,86,Cable Lat Pulldown (Wide Grip),403,125,1705421647,"0,0,0"
13923671296,10405027,2024-01-16 16:29,1,"22.5x10,22.5x9,22.5x6",819,30,2024-01-16,48,Dumbbell Seated Shoulder Press,315,125,1705422177,"0,0,0"
13923768274,10405027,2024-01-16 16:39,1,"17.5x10,17.5x8,17.5x6",820,23.33,2024-01-16,100,Dumbbell Bicep Curl,406,125,1705422721,"0,0,0"
13923866660,10405027,2024-01-17 16:52,1,"70x12,85x6,85x6",821,102,2024-01-16,21,Cable Seated Row,404,125,1705423416,"0,0,0"
13938416544,10405027,2024-01-17 16:52,1,"45x10,95x10,135x10,135x10,145x8",822,183.66,2024-01-17,12,Barbell Squat,244,126,1705504768,"0,0,0,0,0"
13938694391,10405027,2024-01-17 16:52,1,"45x10,95x10,135x8,135x8",823,171,2024-01-17,93,Barbell Deadlift,261,126,1705506226,"0,0,0,0"
13938929105,10405027,2024-01-17 16:52,1,"198x10,220x8,220x8",824,278.66,2024-01-17,386,Barbell Hip Thrust,264,126,1705507620,"0,0,0"
13939201322,10405027,2024-01-17 16:52,1,"298x10,388x10,478x8,478x8",825,605.46,2024-01-17,132,Machine Leg Press,242,126,1705508725,"0,0,0,0"
14006273062,10405027,2024-01-22 16:11,1,"45x10,95x10,135x8,135x10,145x6",826,180,2024-01-22,12,Barbell Squat,244,127,1705934537,"0,0,0,0,0"
14006542413,10405027,2024-01-22 16:11,1,"176x10,198x6,220x5",827,256.66,2024-01-22,386,Barbell Hip Thrust,264,127,1705935590,"0,0,0"
14006698081,10405027,2024-01-22 15:26,1,"45x8,75x8,85x8",828,107.66,2024-01-22,128,Barbell Lunge,434,127,1705936402,"0,0,0"
14006928459,10405027,2024-01-22 15:29,1,45x12,829,62.99,2024-01-22,143,Barbell Standing Calf Raise,433,127,1705937389,"0,0,0"
14007010135,10405027,2024-01-22 15:39,1,118x5,830,137.66,2024-01-22,1102,Machine Single-Leg Press,376,127,1705937942,"0,0,0"
14007010283,10405027,2024-01-22 15:59,1,"298x10,388x10,478x8,478x6",831,605.46,2024-01-22,132,Machine Leg Press,242,127,1705937949,"0,0,0,0"
14007349820,10405027,2024-01-22 16:07,1,"80x10,90x10,108x6",832,129.6,2024-01-22,160,Machine Leg Curl (Prone),389,127,1705939206,"0,0,0"
14069075960,10405027,2024-01-26 13:44,1,"45x10,75x8,75x8,75x8",833,95,2024-01-26,2,Barbell Bench Press,312,128,1706275867,"0,0,0,0"
14069447489,10405027,2024-01-26 13:55,1,"41x12,66x8,66x8",834,83.6,2024-01-26,1262,Machine Assisted Pull-Up,313,128,1706277010,"0,0,0"
14069615997,10405027,2024-01-26 14:03,1,"66x12,78x10,78x10",835,104,2024-01-26,1261,Machine Assisted Dip,323,128,1706277440,"0,0,0"
14069823821,10405027,2024-01-26 14:15,1,"17.5x12,17.5x12,17.5x10",836,24.5,2024-01-26,48,Dumbbell Seated Shoulder Press,315,128,1706278062,"0,0,0"
14070142837,10405027,2024-01-26 14:30,1,"17.5x12,20x10,20x10",837,26.66,2024-01-26,31,Dumbbell Incline Bench Press,402,128,1706279018,"0,0,0"
14070370850,10405027,2024-01-26 14:41,1,"22.5x12,27.5x10,27.5x10",838,36.66,2024-01-26,159,Cable Tricep Pushdown (Rope),407,128,1706279637,"0,0,0"
14070500617,10405027,2024-01-26 14:45,1,"7.5x8,7.5x8,7.5x8",839,9.5,2024-01-26,225,Cable One-Arm Tricep Extension (Reverse Grip),408,128,1706280082,"0,0,0"
14096741702,10405027,2024-01-28 20:29,1,"45x10,95x8,135x8,155x3",840,171,2024-01-28,12,Barbell Squat,244,129,1706470008,"0,0,0,0,0"
14096909819,10405027,2024-01-28 20:29,1,"45x10,95x10,115x10,115x8",841,153.33,2024-01-28,93,Barbell Deadlift,261,129,1706470648,"0,0,0,0"
14097179370,10405027,2024-01-28 20:29,1,"198x10,220x8,220x8,242x6",842,290.39,2024-01-28,386,Barbell Hip Thrust,264,129,1706471374,"0,0,0,0"
14097387406,10405027,2024-01-28 20:29,1,"85x8,90x6",843,108,2024-01-28,160,Machine Leg Curl (Prone),389,129,1706472153,"0,0,0"
